"","focal","cub.mins","mom.mins","c","n","ba","bl","g","ca","cl","ma","ml","ua","ul","overlap","fas.date","location","fas.mom","hy.id","stop.fas","fas.format","dob","dob.event.status","dob.event.data","dob.error","dob.notes","dfs","dfs.event.status","dfs.event.data","dfs.error","dfs.notes","dengrad","dengrad.event.status","dengrad.event.data","dengrad.error","dengrad.notes","weaned","weaned.event.status","weaned.event.data","weaned.error","weaned.notes","change.clan","change.clan.event.status","change.clan.event.data","change.clan.error","change.clan.notes","change.clan2","change.clan2.event.status","change.clan2.event.data","change.clan2.error","change.clan2.notes","disappeared","disappeared.event.status","disappeared.event.data","disappeared.error","disappeared.notes","sex","status","mom","dad","number.littermates","litrank","fas.age.mon","fas.mon","migratn.seas.fas","fas.am.pm","dob.yr","mom.state","mom.cycle.start","mom.cycle.stop","mom.trimester","mom.parity","mom.cub1","mom.cub2","mom.parity.binary","fas.yr"
"159","j271",23,27,19,19,0,0,0,1,0,0,4,0,0,22,2013-03-25,"rbend d","roos","gdfi",2013-03-25 06:23:00,"new","2012-11-25","","talek.w",NA,"",NA,"","",NA,"",NA,"","",NA,"","2013-10-12","error","",3.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","m","r","roos",NA,NA,NA,3.9,3,"none","am",2012,"l",2012-11-26,2013-10-12,4,"b","gdfi",NA,"mult",2013
"160","j274",7,10,6,3,0,0,0,2,2,0,0,0,0,7,2013-03-26,"central park cd2","baez","fljo",2013-03-26 20:25:00,"new","2013-02-19","","talek",NA,"","2013-03-26","","",NA,"","2013-09-30","","",28,"","2013-08-31","","",1.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2014-04-12","dead","humans (poison - april 2014)",NA,"","m","r","baez",NA,"single",NA,1.1,3,"none","pm",2013,"l",2013-02-20,2013-08-31,4,"c","fljo",NA,"mult",2013
"161","j275",28,29,21,21,0,0,0,0,0,0,1,0,0,28,2013-03-26,"central park cd2","hel","chle",2013-03-26 21:05:00,"new","2012-10-04","","talek",NA,"","2012-11-04","","",NA,"","2013-06-07","","",6,"","2013-08-28","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-03-26","dls","fate unknown",NA,"","m","r","hel",NA,"twin","1",5.7,3,"none","pm",2012,"l",2012-10-05,2013-06-07,4,"f","chle","tica","mult",2013
"162","j276",29,29,9,9,0,0,0,0,0,0,1,1,0,29,2013-03-27,"central park cd2","amaz","bncl",2013-03-27 06:54:00,"new","2012-11-03","","talek",NA,"","2012-12-01","","",NA,"","2013-07-29","","",1,"","2013-09-23","","",8.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2017-06-16","dls","dispersed",NA,"","m","r","amaz",NA,"twin",NA,4.7,3,"none","am",2012,"l",2012-11-04,2013-08-31,4,"b","bncl","spng","mult",2013
"163","j277",28,28,27,27,0,0,1,0,0,0,1,0,0,28,2013-03-30,"central park cd2","tpe","grnc",2013-03-30 19:55:00,"new","2012-11-10","","talek",NA,"","2012-12-01","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-06-29","dls","inferred dead",NA,"","m","r","tpe",NA,"twin",NA,4.6,3,"none","pm",2012,"l",2012-11-11,2013-05-28,4,"a","clou","grnc","prim",2013
"164","j277.5",28,28,27,27,0,0,0,0,0,0,1,0,0,28,2013-03-30,"central park cd2","tpe","clou",2013-03-30 19:55:00,"new","2012-11-10","","talek",NA,"","2012-12-01","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-06-18","dead","starved",NA,"","m","r","tpe",NA,"twin",NA,4.6,3,"none","pm",2012,"l",2012-11-11,2013-05-28,4,"a","clou","grnc","prim",2013
"165","j278",19,25,18,18,0,0,1,1,0,0,2,0,0,19,2013-03-30,"central park cd2","mos","fush",2013-03-30 20:28:00,"new","2012-12-06","","talek",NA,"","2012-12-27","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-06-14","dls","inferred dead",NA,"","m","r","mos",NA,"twin",NA,3.7,3,"none","pm",2012,"l",2012-12-07,2013-05-15,4,"h","brgy","fush","mult",2013
"166","j278.5",25,25,18,17,0,0,2,1,0,0,2,1,0,25,2013-03-30,"central park cd2","mos","brgy",2013-03-30 20:28:00,"new","2012-12-06","","talek",NA,"","2012-12-27","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-04-30","dls","inferred dead",NA,"","u","r","mos",NA,"twin",NA,3.7,3,"none","pm",2012,"l",2012-12-07,2013-05-15,4,"h","brgy","fush","mult",2013
"167","j279",12,17,12,11,0,0,0,0,1,0,0,0,0,12,2013-04-04,"rbend d","adon","catn",2013-04-04 06:23:00,"new","2013-02-24","","talek",NA,"","2013-03-17","","",NA,"","2013-09-15","","",22,"","2013-08-12","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-12-24","dls","inferred dead",NA,"","m","r","adon",NA,NA,NA,1.3,4,"none","am",2013,"l",2013-02-25,2013-08-12,4,"h","catn",NA,"mult",2013
"168","j28",34,53,33,0,0,0,6,17,16,0,0,0,0,34,2012-08-04,"krakow d","saw","spcd",2012-08-04 09:10:00,"new","2012-06-04","","serena.n",NA,"","2012-07-07","","",NA,"",NA,"","",NA,"","2013-08-04","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2014-08-21","dls","",NA,"","m","r","sau",NA,"twin",NA,2,8,"migration","am",2012,NA,NA,NA,NA,NA,NA,NA,NA,2012
"169","j281",15,15,15,14,0,0,0,0,0,0,1,0,0,15,2013-04-05,"central park cd2","buar","decm",2013-04-05 19:41:00,"new","2013-01-12","","talek",NA,"","2013-02-07","","",NA,"","2013-08-08","","",1,"","2013-10-31","","",0.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","buar",NA,"twin",NA,2.7,4,"none","pm",2013,"l",2013-01-13,2013-09-28,4,"a","byte","decm","prim",2013
"170","j282",24,24,18,14,0,0,0,0,1,3,3,0,0,24,2013-04-05,"central park cd2","hel","chle",2013-04-05 20:11:00,"new","2012-10-04","","talek",NA,"","2012-11-04","","",NA,"","2013-06-07","","",6,"","2013-08-28","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-03-26","dls","fate unknown",NA,"","m","r","hel",NA,"twin","1",6,4,"none","pm",2012,"l",2012-10-05,2013-06-07,4,"f","chle","tica","mult",2013
"171","j282.5",24,24,18,14,0,0,0,0,0,2,3,0,0,24,2013-04-05,"central park cd2","hel","tica",2013-04-05 20:11:00,"new","2012-10-04","","talek",NA,"","2012-11-04","","",NA,"","2013-07-29","","",1,"","2013-08-28","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-01-25","dls","dispersed",NA,"","m","r","hel",NA,"twin","2",6,4,"none","pm",2012,"l",2012-10-05,2013-06-07,4,"f","chle","tica","mult",2013
"172","j284",29,28,21,18,0,0,0,1,1,0,0,0,0,28,2013-04-06,"central park cd2","cart","ppch",2013-04-06 19:56:00,"new","2012-08-08","","talek",NA,"","2012-09-18","","",NA,"",NA,"dbg","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-07-27","dls","inferred dead",NA,"","m","r","cart",NA,NA,NA,7.9,4,"none","pm",2012,"l",2012-08-09,2013-04-29,4,"c","kopa","ppch","mult",2013
"173","j285",10,14,10,7,0,0,5,1,2,0,0,0,0,10,2013-04-08,"rbend d","ffl","chco",2013-04-08 19:34:00,"new","2013-01-22","","talek",NA,"","2013-02-12","","",NA,"","2013-12-26","","",17,"","2013-11-17","","",17,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","ffl",NA,NA,NA,2.5,4,"none","pm",2013,"l",2013-01-23,2013-11-17,4,"e","chco",NA,"mult",2013
"174","j287",12,12,12,10,0,0,0,0,0,0,1,0,0,12,2013-04-17,"central park cd2","hel","tica",2013-04-17 19:49:00,"new","2012-10-04","","talek",NA,"","2012-11-04","","",NA,"","2013-07-29","","",1,"","2013-08-28","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-01-25","dls","dispersed",NA,"","m","r","hel",NA,"twin","2",6.4,4,"none","pm",2012,"l",2012-10-05,2013-06-07,4,"f","chle","tica","mult",2013
"175","j288",31,31,24,20,0,0,3,1,0,0,1,0,0,31,2013-04-21,"rbend d","ffl","chco",2013-04-21 06:20:00,"new","2013-01-22","","talek",NA,"","2013-02-12","","",NA,"","2013-12-26","","",17,"","2013-11-17","","",17,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","ffl",NA,NA,NA,2.9,4,"none","am",2013,"l",2013-01-23,2013-11-17,4,"e","chco",NA,"mult",2013
"176","j289",25,20,17,15,0,0,2,1,0,1,3,0,0,20,2013-04-23,"rbend d","roos","gdfi",2013-04-23 06:49:00,"new","2012-11-25","","talek.w",NA,"",NA,"","",NA,"",NA,"","",NA,"","2013-10-12","error","",3.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","m","r","roos",NA,NA,NA,4.9,4,"none","am",2012,"l",2012-11-26,2013-10-12,4,"b","gdfi",NA,"mult",2013
"177","j29",14,21,14,0,0,0,2,9,9,0,0,0,0,14,2012-08-04,"krakow d","sau","koal",2012-08-04 09:32:00,"new","2012-06-04","","serena.n",NA,"","2014-07-02","","",NA,"","2013-04-22","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-08-04","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2015-01-14","dls","",NA,"","m","r","sau",NA,"twin","1",2,8,"migration","am",2012,NA,NA,NA,NA,NA,NA,NA,NA,2012
"178","j290",33,33,26,19,0,0,6,4,3,2,2,0,0,33,2013-04-23,"rbend d","ffl","chco",2013-04-23 07:25:00,"new","2013-01-22","","talek",NA,"","2013-02-12","","",NA,"","2013-12-26","","",17,"","2013-11-17","","",17,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","ffl",NA,NA,NA,3,4,"none","am",2013,"l",2013-01-23,2013-11-17,4,"e","chco",NA,"mult",2013
"179","j292",11,11,10,6,0,0,0,0,1,0,0,0,0,11,2013-04-25,"central park cd2","buar","decm",2013-04-25 20:37:00,"new","2013-01-12","","talek",NA,"","2013-02-07","","",NA,"","2013-08-08","","",1,"","2013-10-31","","",0.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","buar",NA,"twin",NA,3.4,4,"none","pm",2013,"l",2013-01-13,2013-09-28,4,"a","byte","decm","prim",2013
"180","j293",16,20,16,14,0,0,0,0,0,0,0,0,0,16,2013-04-25,"central park cd2","hel","tica",2013-04-25 20:10:00,"new","2012-10-04","","talek",NA,"","2012-11-04","","",NA,"","2013-07-29","","",1,"","2013-08-28","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-01-25","dls","dispersed",NA,"","m","r","hel",NA,"twin","2",6.7,4,"none","pm",2012,"l",2012-10-05,2013-06-07,4,"f","chle","tica","mult",2013
"181","j294",22,22,22,14,0,0,0,0,0,0,0,0,0,22,2013-05-14,"schiphol d","ele","mchl",2013-05-14 20:09:00,"new","2012-11-17","","serena.n",NA,"","2013-02-09","","",NA,"",NA,"","",NA,"","2013-10-18","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-08-31","dls","",NA,"","m","r","ele",NA,"twin","1",5.8,5,"none","pm",2012,NA,NA,NA,NA,NA,NA,NA,NA,2013
"182","j294.5",22,22,22,14,0,0,0,0,0,0,0,0,0,22,2013-05-14,"schiphol d","ele","jude",2013-05-14 20:09:00,"new","2012-11-17","","serena.n",NA,"","2013-02-15","","",NA,"","2013-09-12","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-10-18","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","ele",NA,"twin","2",5.8,5,"none","pm",2012,NA,NA,NA,NA,NA,NA,NA,NA,2013
"183","j296",20,21,21,17,0,0,0,0,0,0,0,0,0,20,2013-04-14,"central park cd2","buar","byte",2013-04-14 20:11:00,"new","2013-01-12","","talek",NA,"","2013-02-07","","",NA,"","2013-08-08","","",1,"","2013-10-31","","",0.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2018-06-13","dls","",NA,"","f","r","buar",NA,"twin",NA,3,4,"none","pm",2013,"l",2013-01-13,2013-09-28,4,"a","byte","decm","prim",2013
"184","j296.5",20,21,19,16,0,0,0,1,0,0,0,0,0,19,2013-04-14,"central park cd2","buar","decm",2013-04-14 20:11:00,"new","2013-01-12","","talek",NA,"","2013-02-07","","",NA,"","2013-08-08","","",1,"","2013-10-31","","",0.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","buar",NA,"twin",NA,3,4,"none","pm",2013,"l",2013-01-13,2013-09-28,4,"a","byte","decm","prim",2013
"185","j297",18,18,17,13,0,0,2,1,2,1,1,0,0,18,2013-04-14,"central park cd2","mos","fush",2013-04-14 20:42:00,"new","2012-12-06","","talek",NA,"","2012-12-27","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-06-14","dls","inferred dead",NA,"","m","r","mos",NA,"twin",NA,4.2,4,"none","pm",2012,"l",2012-12-07,2013-05-15,4,"h","brgy","fush","mult",2013
"186","j297.5",19,18,18,13,0,0,5,0,0,0,1,1,0,18,2013-04-14,"central park cd2","mos","brgy",2013-04-14 20:42:00,"new","2012-12-06","","talek",NA,"","2012-12-27","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-04-30","dls","inferred dead",NA,"","u","r","mos",NA,"twin",NA,4.2,4,"none","pm",2012,"l",2012-12-07,2013-05-15,4,"h","brgy","fush","mult",2013
"187","j298",32,32,32,30,0,0,4,0,0,0,0,0,0,32,2013-04-15,"rbend d","loki","tato",2013-04-15 20:25:00,"new","2012-11-25","","talek",NA,"","2013-01-23","","",NA,"","2013-08-06","","",0,"","2013-11-02","","",12.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","loki",NA,"twin",NA,4.6,4,"none","pm",2012,"l",2012-11-26,2013-11-02,4,"c","rxp","tato","mult",2013
"188","j299",33,33,33,32,0,0,0,1,1,1,1,0,0,33,2013-04-15,"rbend d","loki","rxp",2013-04-15 20:57:00,"new","2012-11-25","","talek",NA,"","2013-01-23","","",NA,"","2013-08-06","","",0.5,"","2013-11-02","","",12.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-12-26","dls","inferred dead",NA,"","f","r","loki",NA,"twin",NA,4.6,4,"none","pm",2012,"l",2012-11-26,2013-11-02,4,"c","rxp","tato","mult",2013
"189","j3",16,16,15,12,0,0,4,2,4,1,0,0,0,16,2012-07-05,"malmo d","sau","koal",2012-07-05 08:21:00,"new","2012-06-04","","serena.n",NA,"","2014-07-02","","",NA,"","2013-04-22","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-08-04","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2015-01-14","dls","",NA,"","m","r","sau",NA,"twin","1",1,7,"migration","am",2012,NA,NA,NA,NA,NA,NA,NA,NA,2012
"190","j30",31,32,29,5,0,0,0,13,11,0,1,0,0,31,2012-08-17,"krakow d","sau","koal",2012-08-17 18:53:00,"new","2012-06-04","","serena.n",NA,"","2014-07-02","","",NA,"","2013-04-22","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-08-04","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2015-01-14","dls","",NA,"","m","r","sau",NA,"twin","1",2.4,8,"migration","pm",2012,NA,NA,NA,NA,NA,NA,NA,NA,2012
"191","j302",5,5,3,0,0,0,0,0,0,1,1,1,0,5,2013-04-17,"rbend d","tilt","blkt",2013-04-17 06:18:00,"new","2012-08-28","","talek",NA,"","2012-09-25","","",NA,"","2013-06-17","","",0.5,"","2013-08-06","","",33,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2014-04-12","dead","poison (april 2014 incident)",NA,"","m","r","tilt",NA,"single",NA,7.6,4,"none","am",2012,"l",2012-08-29,2013-08-06,4,"b","blkt",NA,"mult",2013
"192","j303",12,12,12,12,0,0,0,0,0,0,0,0,0,12,2013-04-26,"rbend d","loki","rxp",2013-04-26 19:24:00,"new","2012-11-25","","talek",NA,"","2013-01-23","","",NA,"","2013-08-06","","",0.5,"","2013-11-02","","",12.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-12-26","dls","inferred dead",NA,"","f","r","loki",NA,"twin",NA,5,4,"none","pm",2012,"l",2012-11-26,2013-11-02,4,"c","rxp","tato","mult",2013
"193","j305",31,31,31,31,0,0,0,2,1,0,2,0,0,31,2013-04-28,"rbend d","tpe","grnc",2013-04-28 19:39:00,"new","2012-11-10","","talek",NA,"","2012-12-01","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-06-29","dls","inferred dead",NA,"","m","r","tpe",NA,"twin",NA,5.6,4,"none","pm",2012,"l",2012-11-11,2013-05-28,4,"a","clou","grnc","prim",2013
"194","j305.5",31,31,31,24,0,0,0,1,0,0,2,0,0,31,2013-04-28,"rbend d","tpe","clou",2013-04-28 19:39:00,"new","2012-11-10","","talek",NA,"","2012-12-01","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-06-18","dead","starved",NA,"","m","r","tpe",NA,"twin",NA,5.6,4,"none","pm",2012,"l",2012-11-11,2013-05-28,4,"a","clou","grnc","prim",2013
"195","j306",21,21,21,20,0,0,0,1,0,0,1,0,0,21,2013-04-28,"rbend d","arg","prde",2013-04-28 20:15:00,"new","2012-10-28","","talek",NA,"","2013-02-23","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-07-24","dls","inferred dead",NA,"","f","r","arg",NA,"twin",NA,6,4,"none","pm",2012,"l",2012-10-29,2013-06-29,4,"d","prde","wrth","mult",2013
"196","j306.5",20,21,20,20,0,0,0,1,1,0,1,0,0,20,2013-04-28,"rbend d","arg","wrth",2013-04-28 20:15:00,"new","2012-10-28","","talek",NA,"","2013-02-23","","",NA,"","2013-07-29","","",1,"","2013-06-03","","",1.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","arg",NA,"twin",NA,6,4,"none","pm",2012,"l",2012-10-29,2013-06-29,4,"d","prde","wrth","mult",2013
"197","j308",15,21,13,7,0,0,0,4,0,0,5,2,0,15,2013-04-30,"central park cd2","mos","fush",2013-04-30 19:03:00,"new","2012-12-06","","talek",NA,"","2012-12-27","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-06-14","dls","inferred dead",NA,"","m","r","mos",NA,"twin",NA,4.8,4,"none","pm",2012,"l",2012-12-07,2013-05-15,4,"h","brgy","fush","mult",2013
"198","j309",34,34,10,0,0,0,0,8,5,1,3,1,0,34,2013-04-30,"central park cd2","juno","goof",2013-04-30 19:45:00,"new","2012-11-12","","talek.w",NA,"",NA,"","",NA,"",NA,"","",NA,"","2013-10-24","error","",0.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","f","r","juno",NA,NA,NA,5.6,4,"none","pm",2012,"l",2012-11-13,2013-10-02,4,"c","goof",NA,"mult",2013
"199","j31",9,9,2,0,0,0,0,1,1,0,0,0,0,9,2012-08-17,"krakow d","peep","drpy",2012-08-17 19:04:00,"new","2011-09-12","","serena.n",NA,"","2012-01-27","","",NA,"","2012-07-14","","",NA,"dengrad info not in table, instead taken from tblhyenas","2012-09-22","","",3,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2014-11-14","dls","double check: alive but with disappeared date",NA,"","m","r","peep",NA,"twin","2",11.2,8,"migration","pm",2011,NA,NA,NA,NA,NA,NA,NA,NA,2012
"200","j310",8,8,3,3,0,0,0,1,0,0,1,0,0,8,2013-05-01,"rbend d","roos","gdfi",2013-05-01 06:18:00,"new","2012-11-25","","talek.w",NA,"",NA,"","",NA,"",NA,"","",NA,"","2013-10-12","error","",3.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","m","r","roos",NA,NA,NA,5.2,5,"none","am",2012,"l",2012-11-26,2013-10-12,4,"b","gdfi",NA,"mult",2013
"201","j311",6,12,4,4,0,0,0,0,0,0,1,0,0,6,2013-05-01,"rbend d","loki","rxp",2013-05-01 06:33:00,"new","2012-11-25","","talek",NA,"","2013-01-23","","",NA,"","2013-08-06","","",0.5,"","2013-11-02","","",12.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-12-26","dls","inferred dead",NA,"","f","r","loki",NA,"twin",NA,5.2,5,"none","am",2012,"l",2012-11-26,2013-11-02,4,"c","rxp","tato","mult",2013
"202","j312",22,25,20,10,0,0,6,1,0,0,1,1,1,22,2013-05-02,"rbend d","adon","catn",2013-05-02 19:03:00,"new","2013-02-24","","talek",NA,"","2013-03-17","","",NA,"","2013-09-15","","",22,"","2013-08-12","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-12-24","dls","inferred dead",NA,"","m","r","adon",NA,NA,NA,2.2,5,"none","pm",2013,"l",2013-02-25,2013-08-12,4,"h","catn",NA,"mult",2013
"203","j313",29,29,28,28,0,0,0,1,0,0,2,0,0,29,2013-05-02,"rbend d","tpe","grnc",2013-05-02 19:35:00,"new","2012-11-10","","talek",NA,"","2012-12-01","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-06-29","dls","inferred dead",NA,"","m","r","tpe",NA,"twin",NA,5.7,5,"none","pm",2012,"l",2012-11-11,2013-05-28,4,"a","clou","grnc","prim",2013
"204","j313.5",29,29,28,28,0,0,0,1,0,0,2,0,0,29,2013-05-02,"rbend d","tpe","clou",2013-05-02 19:35:00,"new","2012-11-10","","talek",NA,"","2012-12-01","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-06-18","dead","starved",NA,"","m","r","tpe",NA,"twin",NA,5.7,5,"none","pm",2012,"l",2012-11-11,2013-05-28,4,"a","clou","grnc","prim",2013
"205","j314",7,12,7,7,0,0,0,0,0,0,1,0,0,7,2013-05-03,"rbend d","avce","kcha",2013-05-03 18:43:00,"new","2013-03-04","","talek",NA,"","2013-03-25","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-06-13","dead","starvation?",NA,"","m","r","avce",NA,"twin",NA,2,5,"none","pm",2013,"l",2013-03-05,2013-05-27,4,"a","sarn","kcha","prim",2013
"206","j315",32,32,32,26,0,0,1,1,1,1,1,0,0,32,2013-05-03,"rbend d","ffl","chco",2013-05-03 19:15:00,"new","2013-01-22","","talek",NA,"","2013-02-12","","",NA,"","2013-12-26","","",17,"","2013-11-17","","",17,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","ffl",NA,NA,NA,3.3,5,"none","pm",2013,"l",2013-01-23,2013-11-17,4,"e","chco",NA,"mult",2013
"207","j316",32,32,30,22,0,0,1,2,0,0,3,2,1,32,2013-05-03,"rbend d","loki","tato",2013-05-03 19:59:00,"new","2012-11-25","","talek",NA,"","2013-01-23","","",NA,"","2013-08-06","","",0,"","2013-11-02","","",12.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","loki",NA,"twin",NA,5.2,5,"none","pm",2012,"l",2012-11-26,2013-11-02,4,"c","rxp","tato","mult",2013
"208","j316.5",32,32,31,22,0,0,0,2,0,0,4,1,1,32,2013-05-03,"rbend d","loki","rxp",2013-05-03 19:59:00,"new","2012-11-25","","talek",NA,"","2013-01-23","","",NA,"","2013-08-06","","",0.5,"","2013-11-02","","",12.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-12-26","dls","inferred dead",NA,"","f","r","loki",NA,"twin",NA,5.2,5,"none","pm",2012,"l",2012-11-26,2013-11-02,4,"c","rxp","tato","mult",2013
"209","j317",30,30,29,29,0,0,0,0,0,0,1,0,0,30,2013-05-04,"rbend d","tpe","grnc",2013-05-04 20:12:00,"new","2012-11-10","","talek",NA,"","2012-12-01","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-06-29","dls","inferred dead",NA,"","m","r","tpe",NA,"twin",NA,5.7,5,"none","pm",2012,"l",2012-11-11,2013-05-28,4,"a","clou","grnc","prim",2013
"210","j317.5",30,30,29,29,0,0,0,0,0,0,1,0,0,30,2013-05-04,"rbend d","tpe","clou",2013-05-04 20:12:00,"new","2012-11-10","","talek",NA,"","2012-12-01","","",NA,"",NA,"dbg","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-06-18","dead","starved",NA,"","m","r","tpe",NA,"twin",NA,5.7,5,"none","pm",2012,"l",2012-11-11,2013-05-28,4,"a","clou","grnc","prim",2013
"211","j318",35,35,33,30,0,0,1,1,1,1,1,0,0,35,2013-05-07,"schiphol d","arro","rmon",2013-05-07 06:53:00,"new","2012-09-30","","serena.n",NA,"","2012-12-14","","",NA,"","2013-06-18","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-11-11","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","arro",NA,"twin","1",7.2,5,"none","am",2012,"l",2012-10-01,2013-11-04,4,"b","strm","rmon","mult",2013
"212","j319",30,30,25,23,0,0,0,0,0,0,2,1,0,30,2013-05-07,"schiphol d","arro","strm",2013-05-07 07:26:00,"new","2012-09-30","","serena.n",NA,"","2012-11-27","","",NA,"","2013-06-18","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-11-11","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-01-12","dls","double check: alive but with disappeared date",NA,"","m","r","arro",NA,"twin",NA,7.2,5,"none","am",2012,"l",2012-10-01,2013-11-04,4,"b","strm","rmon","mult",2013
"213","j32",33,33,33,22,0,0,0,3,3,0,0,0,0,33,2012-08-18,"flashforward d","mtn","korb",2012-08-18 06:39:00,"new","2012-05-27","","serena.s",NA,"","2012-07-08","","",NA,"","2013-05-19","","",NA,"dengrad info not in table, instead taken from tblhyenas",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","m","r","mtn",NA,"twin",NA,2.7,8,"migration","am",2012,NA,NA,NA,NA,NA,NA,NA,NA,2012
