"","fecal.sample.id","androgens.ng.g","androgens.assay.by","androgens.year.assayed","androstenedione.ng.g","androstenedione.assay.by","androstenedione.year.assayed","corticosterone.ng.g","corticosterone.assay.by","corticosterone.year.assayed","estrogen.ng.g","estrogen.assay.by","estrogen.year.assayed","progesterone.ng.g","progesterone.assay.by","progesterone.date.assayed","testosterone.ng.g","testosterone.assay.by","testosterone.date.assayed","hy.id","kaycode","poop.date","poop.time","darting.date","dob","dob.event.status","dob.event.data","dob.error","dob.notes","dfs","dfs.event.status","dfs.event.data","dfs.error","dfs.notes","dengrad","dengrad.event.status","dengrad.event.data","dengrad.error","dengrad.notes","weaned","weaned.event.status","weaned.event.data","weaned.error","weaned.notes","change.clan","change.clan.event.status","change.clan.event.data","change.clan.error","change.clan.notes","change.clan2","change.clan2.event.status","change.clan2.event.data","change.clan2.error","change.clan2.notes","disappeared","disappeared.event.status","disappeared.event.data","disappeared.error","disappeared.notes","sex","status","mom","dad","number.littermates","litrank","dart.age.mon","fec.vs.dart","poop.from.dart.mon","poop.age.mon","poop.mon","migratn.seas","poop.am.pm","state","cycle.start","cycle.stop","trimester","parity","poop.yr","corticosterone.ng.g.log"
"508","5164",NA,NA,NA,NA,NA,NA,176.73,"tmm","2018",NA,NA,NA,NA,NA,NA,13.38,"esp",2018-02-01,"toad","585",2015-02-10,2015-02-10 07:27:00,NA,"2013-08-18","","talek",NA,"","2014-03-18","","",NA,"","2014-05-21","","",2.5,"","2014-07-11","","",18,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-12-10","dls","inferred dead",NA,"","f","r","cart",NA,"1","1",NA,NA,NA,17.8,2,"none","am","n",NA,NA,NA,NA,2015,5.17462314420171
"509","5165",NA,NA,NA,NA,NA,NA,18.47,"tmm","2018",NA,NA,NA,NA,NA,NA,27.97,"tmm",2018-11-29,"twst","627",2015-02-11,2015-02-11 17:40:00,2012-05-07,"2011-03-03","","talek",NA,"","2011-05-12","","",NA,"","2011-11-19","","",1.5,"","2012-05-30","","",1,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2018-03-30","dls","double check: alive but with disappeared date",NA,"","f","r","adon",NA,"0",NA,14.2,"after",33.2,47.3,2,"none","pm","o",2014-12-09,2015-11-26,NA,NA,2015,2.91614779421115
"510","5166",NA,NA,NA,NA,NA,NA,54.52,"tmm","2018",NA,NA,NA,NA,NA,NA,12.03,"esp",2018-02-01,"toad","585",2015-02-11,2015-02-11 19:18:00,NA,"2013-08-18","","talek",NA,"","2014-03-18","","",NA,"","2014-05-21","","",2.5,"","2014-07-11","","",18,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-12-10","dls","inferred dead",NA,"","f","r","cart",NA,"1","1",NA,NA,NA,17.8,2,"none","pm","n",NA,NA,NA,NA,2015,3.99856760682833
"511","5171",NA,NA,NA,NA,NA,NA,60.64,"tmm","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,"twst","627",2015-02-19,2015-02-19 09:42:00,2012-05-07,"2011-03-03","","talek",NA,"","2011-05-12","","",NA,"","2011-11-19","","",1.5,"","2012-05-30","","",1,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2018-03-30","dls","double check: alive but with disappeared date",NA,"","f","r","adon",NA,"0",NA,14.2,"after",33.4,47.6,2,"none","am","o",2014-12-09,2015-11-26,NA,NA,2015,4.10495474133412
"512","5175",NA,NA,NA,NA,NA,NA,11.44,"tmm","2018",NA,NA,NA,NA,NA,NA,5.48,"esp",2018-02-01,"tast","579",2015-02-22,2015-02-22 17:45:00,2015-08-02,"2013-09-10","","talek",NA,"","2014-04-10","","",NA,"","2014-06-29","","",0.5,"","2014-08-05","","",1,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","gel",NA,NA,NA,22.7,"before",-5.3,17.4,2,"none","pm","n",NA,NA,NA,NA,2015,2.43711598595165
"513","5176",NA,NA,NA,NA,NA,NA,131.21,"tmm","2018",NA,NA,NA,NA,NA,NA,40.7,"esp",2018-02-01,"yog","367",2015-02-22,2015-02-22 18:08:00,NA,"2001-11-20","","talek",NA,"","2002-01-07","","",NA,"","2002-10-11","","",4.5,"","2003-04-06","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2017-05-13","dls","double check: alive but with disappeared date",NA,"","f","r","mp",NA,"0",NA,NA,NA,NA,159.1,2,"none","pm","p",2015-02-12,2015-03-20,2,"g",2015,4.87679909311762
"514","5178",NA,NA,NA,NA,NA,NA,19.62,"tmm","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,"tnks","555",2015-02-23,2015-02-23 18:32:00,2014-08-08,"2013-03-15","","talek",NA,"","2013-05-14","","",NA,"","2014-01-03","","",8.5,"","2013-11-27","","",2.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","alfe",NA,"0",NA,16.8,"after",6.5,23.3,2,"none","pm","n",NA,NA,NA,NA,2015,2.97654945413722
"515","5179",NA,NA,NA,NA,NA,NA,67.65,"tmm","2018",NA,NA,NA,NA,NA,NA,8.74,"esp",2018-02-01,"ted","647",2015-02-23,2015-02-23 18:40:00,NA,"2010-10-30","","talek",NA,"","2011-01-22","","",NA,"","2011-05-25","","",1,"","2011-07-18","","",3.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2018-03-25","dls","double check: alive but with disappeared date",NA,"","f","r","aqua",NA,"1","2",NA,NA,NA,51.8,2,"none","pm","o",2014-07-05,2015-03-23,NA,NA,2015,4.2143473546168
"516","5180",NA,NA,NA,NA,NA,NA,105.4,"tmm","2018",NA,NA,NA,NA,NA,NA,22.94,"esp",2018-02-01,"parc","509",2015-02-23,2015-02-23 19:17:00,NA,"2008-07-22","","talek",NA,"","2008-08-08","","",NA,"","2009-05-04","","",3.5,"","2009-07-18","","",1.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","adon",NA,"1","2",NA,NA,NA,79.1,2,"none","pm","o",2014-02-16,2016-06-14,NA,NA,2015,4.65776263610726
"517","5181",NA,NA,NA,NA,NA,NA,179.6,"tmm","2018",NA,NA,NA,NA,NA,NA,57.25,"esp",2018-02-01,"roos","363",2015-02-24,2015-02-24 17:36:00,2008-10-13,"2007-03-02","","talek",NA,"","2007-10-13","","",NA,"",NA,"","",NA,"","2008-07-24","","",1.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","nav",NA,NA,NA,19.4,"after",76.4,95.8,2,"none","pm","p",2015-02-03,2015-03-11,2,"d",2015,5.1907321558681
"518","5186",NA,NA,NA,NA,NA,NA,21.98,"tmm","2018",NA,NA,NA,NA,NA,NA,13.95,"tmm",2018-12-06,"tilt","707",2015-02-26,2015-02-26 18:30:00,NA,"2008-07-20","","talek",NA,"","2008-07-26","","",NA,"","2009-05-04","","",0,"","2009-08-27","","",5.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","ffl",NA,"1","1",NA,NA,NA,79.2,2,"none","pm","l",2015-02-01,2016-03-08,4,"d",2015,3.09013294897548
"519","5188",NA,NA,NA,NA,NA,NA,58.66,"tmm","2018",NA,NA,NA,NA,NA,NA,43.51,"esp",2018-02-01,"tilt","707",2015-02-27,2015-02-27 18:28:00,NA,"2008-07-20","","talek",NA,"","2008-07-26","","",NA,"","2009-05-04","","",0,"","2009-08-27","","",5.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","ffl",NA,"1","1",NA,NA,NA,79.3,2,"none","pm","l",2015-02-01,2016-03-08,4,"d",2015,4.07175806354931
"520","5191",NA,NA,NA,NA,NA,NA,298.11,"tmm","2018",NA,NA,NA,NA,NA,NA,34.49,"esp",2018-02-08,"baez","763",2015-03-01,2015-03-01 09:29:00,NA,"2004-10-16","","talek",NA,"","2005-02-13","","",NA,"","2005-07-02","","",1.5,"","2005-08-05","","",1.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","bail",NA,"1","1",NA,NA,NA,124.4,3,"none","am","p",2015-02-21,2015-03-29,3,"e",2015,5.69746254591138
"521","5194",NA,NA,NA,NA,NA,NA,103.67,"tmm","2018",NA,NA,NA,NA,NA,NA,16.92,"esp",2018-02-08,"ted","647",2015-03-02,2015-03-02 18:30:00,NA,"2010-10-30","","talek",NA,"","2011-01-22","","",NA,"","2011-05-25","","",1,"","2011-07-18","","",3.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2018-03-25","dls","double check: alive but with disappeared date",NA,"","f","r","aqua",NA,"1","2",NA,NA,NA,52,3,"none","pm","o",2014-07-05,2015-03-23,NA,NA,2015,4.64121277733502
"522","5195",NA,NA,NA,NA,NA,NA,54.95,"tmm","2018",NA,NA,NA,NA,NA,NA,6.57,"esp",2018-02-08,"jude","1132",2015-03-03,2015-03-03 08:25:00,NA,"2012-11-17","","serena.n",NA,"","2013-02-15","","",NA,"","2013-09-12","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-10-18","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","ele",NA,"1","2",NA,NA,NA,27.5,3,"none","am","n",2014-11-17,2017-01-07,0,NA,2015,4.00642368084963
"523","5196",NA,NA,NA,NA,NA,NA,113.92,"tmm","2018",NA,NA,NA,NA,NA,NA,18.64,"tmm",2018-11-29,"cybr","563",2015-03-03,2015-03-03 19:00:00,NA,"2013-09-20","","talek",NA,"","2014-01-04","","",NA,"","2014-12-10","","",NA,"dengrad info not in table, instead taken from tblhyenas","2014-04-10","","",6.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","crms",NA,"0",NA,NA,NA,NA,17.4,3,"none","pm","n",NA,NA,NA,NA,2015,4.73549644766367
"524","5197",NA,NA,NA,NA,NA,NA,32.86,"tmm","2018",NA,NA,NA,NA,NA,NA,21.73,"esp",2018-02-08,"toad","585",2015-03-04,2015-03-04 18:15:00,NA,"2013-08-18","","talek",NA,"","2014-03-18","","",NA,"","2014-05-21","","",2.5,"","2014-07-11","","",18,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-12-10","dls","inferred dead",NA,"","f","r","cart",NA,"1","1",NA,NA,NA,18.5,3,"none","pm","n",NA,NA,NA,NA,2015,3.49225611260912
"525","5198",NA,NA,NA,NA,NA,NA,315.5,"tmm","2018",NA,NA,NA,NA,NA,NA,42.11,"esp",2018-02-08,"maa","701",2015-03-04,2015-03-04 19:12:00,2014-07-30,"2012-10-12","","talek",NA,"","2012-12-29","","",NA,"","2013-07-29","","",0,"","2013-09-16","","",1.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","art",NA,NA,NA,21.6,"after",7.1,28.7,3,"none","pm","l",2015-03-01,2015-10-20,4,"a",2015,5.75415868198127
"526","5202",NA,NA,NA,NA,NA,NA,130.9,"tmm","2018",NA,NA,NA,NA,NA,NA,55.04,"esp",2018-02-08,"rast","1165",2015-03-07,2015-03-07 18:15:00,NA,"2011-12-05","","serena.s",NA,"","2012-01-23","","",NA,"",NA,"","",NA,"","2012-10-30","","",6,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2017-01-27","dls","double check: alive but with disappeared date",NA,"","f","r","slin",NA,"1","1",NA,NA,NA,39,3,"none","pm","o",2014-11-14,2015-07-17,NA,NA,2015,4.87443367291585
"527","5203",NA,NA,NA,NA,NA,NA,8.32,"tmm","2018",NA,NA,NA,NA,NA,NA,7.5,"esp",2018-02-08,"deth","1155",2015-03-07,2015-03-07 18:23:00,NA,"2013-10-16","","serena.s",NA,"","2013-11-23","","",NA,"","2014-12-06","","",NA,"dengrad info not in table, instead taken from tblhyenas","2014-07-11","error","",50,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","komo",NA,"1","1",NA,NA,NA,16.7,3,"none","pm","n",NA,NA,NA,NA,2015,2.11866225483312
"528","5204",NA,NA,NA,NA,NA,NA,62.17,"tmm","2018",NA,NA,NA,NA,NA,NA,12.02,"esp",2018-02-08,"gumy","1164",2015-03-07,2015-03-07 19:11:00,NA,"2013-11-04","","serena.n",NA,"","2013-12-04","","",NA,"","2014-06-10","","",NA,"dengrad info not in table, instead taken from tblhyenas","2014-09-08","","",7.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2018-05-13","dls","",NA,"","f","r","sau",NA,"1","1",NA,NA,NA,16,3,"none","pm","n",NA,NA,NA,NA,2015,4.12987256828125
"529","5205",NA,NA,NA,NA,NA,NA,155.59,"tmm","2018",NA,NA,NA,NA,NA,NA,38.44,"esp",2018-02-08,"fxtr","664",2015-03-08,2015-03-08 18:55:00,2013-05-08,"2011-10-16","","talek",NA,"","2012-01-03","","",NA,"","2012-06-05","","",0.5,"","2012-06-10","","",1.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-05-09","dls","inferred dead",NA,"","f","r","dra",NA,"1","1",18.7,"after",22,40.7,3,"none","pm","n",2013-10-16,2016-05-09,0,NA,2015,5.04722434232687
"530","5206",NA,NA,NA,NA,NA,NA,40.3,"tmm","2018",NA,NA,NA,NA,NA,NA,72.13,"esp",2018-02-08,"pike","1008",2015-03-10,2015-03-10 08:26:00,NA,"2007-10-30","","happy.zebra",NA,"","2008-06-30","","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","fate unknown",NA,"","f","r","koi",NA,NA,NA,NA,NA,NA,88.3,3,"none","am","o",NA,NA,NA,NA,2015,3.69635146895264
"531","5207",NA,NA,NA,NA,NA,NA,178.87,"tmm","2018",NA,NA,NA,NA,NA,NA,30.74,"esp",2018-02-08,"blg","1167",2015-03-10,2015-03-10 17:49:00,NA,"2008-05-23","","serena.s",NA,"","2008-11-23","","",NA,"","2009-05-23","","",NA,"dengrad info not in table, instead taken from tblhyenas","2009-03-31","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","fate unknown",NA,"","f","r","taj",NA,"1","1",NA,NA,NA,81.5,3,"none","pm","p",2015-03-07,2015-04-12,3,"c",2015,5.18665928500515
"532","5208",NA,NA,NA,NA,NA,NA,39.29,"tmm","2018",NA,NA,NA,NA,NA,NA,24.04,"esp",2018-02-08,"boom","1019",2015-03-10,2015-03-10 18:18:00,NA,"2010-02-16","","happy.zebra",NA,"","2010-03-16","","",NA,"","2010-11-26","","",NA,"dengrad info not in table, instead taken from tblhyenas","2010-11-03","","",4.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2015-05-30","dls","fate unknown",NA,"","f","r","pike",NA,"1","1",NA,NA,NA,60.7,3,"none","pm","l",2014-10-31,2015-05-30,4,"c",2015,3.67097003357037
"533","5208",NA,NA,NA,NA,NA,NA,39.29,"tmm","2018",NA,NA,NA,NA,NA,NA,24.04,"esp",2018-02-08,"boom","1019",2015-03-10,2015-03-10 18:18:00,NA,"2010-02-16","","happy.zebra",NA,"","2010-03-16","","",NA,"","2010-11-26","","",NA,"dengrad info not in table, instead taken from tblhyenas","2010-11-03","","",4.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2015-05-30","dls","fate unknown",NA,"","f","r","pike",NA,"1","1",NA,NA,NA,60.7,3,"none","pm","l",2014-11-12,2015-05-30,4,"d",2015,3.67097003357037
"534","5209",NA,NA,NA,NA,NA,NA,24.13,"tmm","2018",NA,NA,NA,NA,NA,NA,12.82,"esp",2018-02-08,"tast","579",2015-03-11,2015-03-11 07:33:00,2015-08-02,"2013-09-10","","talek",NA,"","2014-04-10","","",NA,"","2014-06-29","","",0.5,"","2014-08-05","","",1,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","gel",NA,NA,NA,22.7,"before",-4.7,18,3,"none","am","n",NA,NA,NA,NA,2015,3.18345587963694
"535","5210",NA,NA,NA,NA,NA,NA,129.97,"tmm","2018",NA,NA,NA,NA,NA,NA,22.56,"esp",2018-02-08,"dk","544",2015-03-12,2015-03-12 08:02:00,NA,"2011-03-10","","talek",NA,"","2012-04-10","","",NA,"",NA,"","",NA,"",NA,"sugu","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","cart",NA,"1",NA,NA,NA,NA,48.1,3,"none","am","l",2013-12-10,2015-04-06,4,"a",2015,4.8673036545935
"536","5212",NA,NA,NA,NA,NA,NA,365.1,"tmm","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,"baez","763",2015-03-14,2015-03-14 08:08:00,NA,"2004-10-16","","talek",NA,"","2005-02-13","","",NA,"","2005-07-02","","",1.5,"","2005-08-05","","",1.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","bail",NA,"1","1",NA,NA,NA,124.9,3,"none","am","p",2015-02-21,2015-03-29,3,"e",2015,5.90017128866159
"537","5215",NA,NA,NA,NA,NA,NA,56.66,"tmm","2018",NA,NA,NA,NA,NA,NA,14.79,"esp",2018-02-08,"komo","1075",2015-03-19,2015-03-19 08:25:00,NA,"2010-10-10","","serena.s",NA,"","2010-11-17","","",NA,"","2011-07-02","","",NA,"dengrad info not in table, instead taken from tblhyenas","2011-11-07","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2017-05-26","dls","fate unknown",NA,"","f","r","java",NA,"1","2",NA,NA,NA,53.3,3,"none","am","o",NA,NA,NA,NA,2015,4.03706849440237
"538","5216",NA,NA,NA,NA,NA,NA,139.06,"tmm","2018",NA,NA,NA,NA,NA,NA,26.01,"esp",2018-02-08,"bora","636",2015-03-21,2015-03-21 08:44:00,NA,"2010-12-23","","talek",NA,"","2011-04-23","","",NA,"","2011-12-06","","",7.5,"","2012-04-11","","",1,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","art",NA,"0",NA,NA,NA,NA,50.9,3,"none","am","p",2015-02-27,2015-04-04,2,"b",2015,4.93490549467087
"539","5218",NA,NA,NA,NA,NA,NA,94.67,"tmm","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,"logc","1090",2015-03-26,2015-03-26 07:48:00,NA,"2010-02-11","","serena.n",NA,"","2010-03-07","","",NA,"","2010-12-17","","",NA,"dengrad info not in table, instead taken from tblhyenas","2011-04-09","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2015-10-02","dls","fate unknown",NA,"","f","r","wafl",NA,"1","1",NA,NA,NA,61.4,3,"none","am","l",2014-10-04,2015-10-02,4,"b",2015,4.5503971601408
"540","5219",NA,NA,NA,NA,NA,NA,194.7,"tmm","2018",NA,NA,NA,NA,NA,NA,133.57,"esp",2018-02-08,"juno","781",2015-03-26,2015-03-26 18:55:00,NA,"2008-04-20","","talek",NA,"","2008-05-20","","",NA,"","2009-01-28","","",NA,"","2009-02-24","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","mrph",NA,"1","1",NA,NA,NA,83.1,3,"none","pm","p",2015-02-24,2015-04-01,3,"e",2015,5.27145991237815
"541","5220",NA,NA,NA,NA,NA,NA,27.14,"tmm","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,"amaz","813",2015-03-27,2015-03-27 06:44:00,NA,"2009-02-15","","talek",NA,"","2009-06-03","","",NA,"","2009-11-19","","",5.5,"","2009-09-29","","",15,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","hel",NA,"1","1",NA,NA,NA,73.3,3,"none","am","l",2014-12-01,2015-08-17,4,"d",2015,3.30100865440672
"542","5221",NA,NA,NA,NA,NA,NA,47.86,"tmm","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,"lyco","540",2015-03-28,2015-03-28 18:25:00,2015-03-01,"2013-03-26","","talek",NA,"","2013-06-10","","",NA,"","2014-02-27","","",57.5,"","2013-08-19","","",4,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","bab",NA,"1",NA,23.2,"after",0.9,24,3,"none","pm","n",2015-03-26,2016-10-12,0,NA,2015,3.86828008248023
"543","5222",NA,NA,NA,NA,NA,NA,50.48,"tmm","2018",NA,NA,NA,NA,NA,NA,7.17,"esp",2018-02-08,"bilj","1133",2015-04-08,2015-04-08 18:47:00,NA,"2012-09-18","","serena.n",NA,"","2012-11-12","","",NA,"","2013-06-27","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-10-09","","",4,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","hkr",NA,"1","1",NA,NA,NA,30.6,4,"none","pm","n",2014-09-18,2017-01-04,0,NA,2015,3.92157721823296
"544","5231",NA,NA,NA,NA,NA,NA,10.31,"tmm","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unag","589",2015-05-06,2015-05-06 17:41:00,2016-06-04,"2014-03-12","","talek",NA,"","2014-04-30","","",NA,"","2014-10-28","","",6.5,"","2014-10-14","","",0.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","hrpy",NA,NA,NA,26.8,"before",-13,13.8,5,"none","pm","n",NA,NA,NA,NA,2015,2.33311429802887
"545","5240",NA,NA,NA,NA,NA,NA,142.89,"tmm","2018",NA,NA,NA,NA,NA,NA,37.65,"tmm",2018-11-29,"dk","544",2015-05-08,2015-05-08 18:37:00,NA,"2011-03-10","","talek",NA,"","2012-04-10","","",NA,"",NA,"","",NA,"",NA,"sugu","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","cart",NA,"1",NA,NA,NA,NA,49.9,5,"none","pm","p",2015-04-07,2015-05-13,1,"b",2015,4.96207510348088
"546","5242",NA,NA,NA,NA,NA,NA,15.2,"tmm","2018",NA,NA,NA,NA,NA,NA,6.03,"esp",2018-02-08,"unag","589",2015-05-10,2015-05-10 18:10:00,2016-06-04,"2014-03-12","","talek",NA,"","2014-04-30","","",NA,"","2014-10-28","","",6.5,"","2014-10-14","","",0.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","hrpy",NA,NA,NA,26.8,"before",-12.8,13.9,5,"none","pm","n",NA,NA,NA,NA,2015,2.72129542785223
"547","5245",NA,NA,NA,NA,NA,NA,161.86,"tmm","2018",NA,NA,NA,NA,NA,NA,51.85,"esp",2018-02-08,"roos","363",2015-05-15,2015-05-15 17:34:00,2008-10-13,"2007-03-02","","talek",NA,"","2007-10-13","","",NA,"",NA,"","",NA,"","2008-07-24","","",1.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","nav",NA,NA,NA,19.4,"after",79,98.4,5,"none","pm","l",2015-04-18,2016-07-28,4,"d",2015,5.08673176406756
"548","5246",NA,NA,NA,NA,NA,NA,38.05,"tmm","2018",NA,NA,NA,NA,NA,NA,4.23,"esp",2018-02-08,"keng","576",2015-05-16,2015-05-16 18:38:00,2015-05-05,"2014-03-17","","talek",NA,"","2014-06-03","","",NA,"","2014-11-12","","",0.5,"","2014-12-18","","",3.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","aqua",NA,"1","2",13.6,"after",0.4,14,5,"none","pm","n",NA,NA,NA,NA,2015,3.63890108430769
"549","5247",NA,NA,NA,NA,NA,NA,33.53,"tmm","2018",NA,NA,NA,NA,NA,NA,14.82,"esp",2018-02-08,"ali","253",2015-05-16,2015-05-16 18:48:00,NA,"1997-08-04","","talek",NA,"","1997-09-07","","",NA,"","1998-08-18","","",11.5,"","1998-06-21","","",6.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2017-06-11","dls","double check: alive but with disappeared date",NA,"","f","r","bb","mike","1","1",NA,NA,NA,213.3,5,"none","pm","o",2014-11-20,2017-06-11,4,NA,2015,3.51244056047814
"550","5250",NA,NA,NA,NA,NA,NA,83.44,"tmm","2018",NA,NA,NA,NA,NA,NA,6.77,"esp",2018-02-08,"keng","576",2015-05-17,2015-05-17 18:31:00,2015-05-05,"2014-03-17","","talek",NA,"","2014-06-03","","",NA,"","2014-11-12","","",0.5,"","2014-12-18","","",3.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","aqua",NA,"1","2",13.6,"after",0.4,14,5,"none","pm","n",NA,NA,NA,NA,2015,4.42412781069252
"551","5253",NA,NA,NA,NA,NA,NA,131.11,"tmm","2018",NA,NA,NA,NA,NA,NA,83.05,"esp",2018-02-08,"alfe","909",2015-05-29,2015-05-29 18:38:00,NA,"2009-01-05","","talek",NA,"","2009-01-25","","",NA,"","2009-08-02","","",1,"","2010-01-15","","",11.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","guci",NA,"1","1",NA,NA,NA,76.7,5,"none","pm","l",2015-03-23,2015-08-27,4,"c",2015,4.87603666551131
"552","5254",NA,NA,NA,NA,NA,NA,97.43,"tmm","2018",NA,NA,NA,NA,NA,NA,6.89,"esp",2018-02-08,"cybr","563",2015-05-31,2015-05-31 08:06:00,NA,"2013-09-20","","talek",NA,"","2014-01-04","","",NA,"","2014-12-10","","",NA,"dengrad info not in table, instead taken from tblhyenas","2014-04-10","","",6.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","crms",NA,"0",NA,NA,NA,NA,20.3,5,"none","am","n",NA,NA,NA,NA,2015,4.57913417143725
"553","5256",NA,NA,NA,NA,NA,NA,57.57,"tmm","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ali","253",2015-06-12,2015-06-12 18:34:00,NA,"1997-08-04","","talek",NA,"","1997-09-07","","",NA,"","1998-08-18","","",11.5,"","1998-06-21","","",6.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2017-06-11","dls","double check: alive but with disappeared date",NA,"","f","r","bb","mike","1","1",NA,NA,NA,214.2,6,"migration","pm","o",2014-11-20,2017-06-11,4,NA,2015,4.05300159868772
"554","5257",NA,NA,NA,NA,NA,NA,11.51,"tmm","2018",NA,NA,NA,NA,NA,NA,7.86,"esp",2018-02-08,"lyco","540",2015-06-26,2015-06-26 18:17:00,2015-03-01,"2013-03-26","","talek",NA,"","2013-06-10","","",NA,"","2014-02-27","","",57.5,"","2013-08-19","","",4,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","bab",NA,"1",NA,23.2,"after",3.8,27,6,"migration","pm","n",2015-03-26,2016-10-12,0,NA,2015,2.44321622273379
